"Type","land Mark","Bathroom","categoryName","price","Bedroom","Floor","Kitchen","Living Room","name","location/locationDescription","location/locationLatitude","location/locationLongitude"
"HouseIndividual",,"2","For Rent - Flat & Apartment","45000","2","1",,"1","3BHK flat for rent at Bishalnagar, Kathmandu","Bishal Nagar Marg, Bishalnagar Marg, Kathmandu-4, Kathmandu","27.7189998626709","85.33168029785156"
"Bunglow",,"3","For Sale - House","25500000","4","3","2","2","Semi bungalow for sale @ Sital height, harisiddhi.","Location","27.717199325561523","85.3239974975586"
"Bunglow",,"4","For Sale - House","32500000","4","3","1","1","Semi bungalow for sale @ Thecho CG Villa Rs.3.25 C","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"?","For Rent - Flat & Apartment","8000","?","1st",,"?","Single Room कोठा भाडामा","Kusum Education Group, Bhimsen Gola Marg, Kathmandu-31, Kathmandu","27.68999481201172","85.3427505493164"
"House - Individual",,"5","For Sale - House","48000000","14","4","2","3","Brand New House For Sale at Dhumbarahi, Kathmandu","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"1","For Rent - Flat & Apartment","20000","1","Ground",,"1","1BHK Flat Rent in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur, Lalitpur-18, Lalitpur","27.65118980407715","85.2989730834961"
"House - Individual",,"3","For Sale - House","49900000","5","2","1","2","New House For Sale at Bafal, Kathmandu","Location","27.717199325561523","85.3239974975586"
"LandIndividual",,,"For Sale - Land","6500000",,,,,"Land On Sale At Samakhusi ","Samakhusi 29, Dyabu Marg, Kathmandu-16, Kathmandu","27.72014617919922","85.31256103515625"
"House - Individual",,"3","For Rent - House","110","8","2","0","0","house on rent","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Sale - House","26000000","6","3","2","2","New House For Sale at Budhanilkantha, Near Mandir","Location","27.717199325561523","85.3239974975586"
"Bunglow",,"3","For Sale - House","64500000","5","3","1","2","Brand New Semi Bunglow House On Sale at Hattigauda","Location","27.717199325561523","85.3239974975586"
"Bunglow",,"2","For Sale - House","290000000","5","3","1","2","Brand New Bunglow House On Sale at Golfutar","Location","27.717199325561523","85.3239974975586"
"Others",,,"For Rent - Shutter & Shop Space","12000",,,,,"Sutter/Godam for rent in Bhaisepati awash 2 ","Sainbu, Lalitpur-25, Lalitpur","27.65331268310547","85.30585479736328"
"House - Individual",,"1","For Rent - Flat & Apartment","4500","1","1",,"0","Single Room","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - Flat & Apartment","13000","1","0",,"0","1bk","Location","27.717199325561523","85.3239974975586"
"LandIndividual",,,"For Sale - Land","4500000",,,,,"Land for Sale in Tallo Bhangal Budhanilkantha","Dhobidhunga Tallo Vhangal Khane Pani Karyalaya, Budhanilakantha-8, Kathmandu","27.76630973815918","85.36004638671875"
"HouseIndividual",,"4","For Rent - House","550000","6","2.5","1","1","House for rent at Baluwatar, Kathmandu","Baluwatar Organics, थिरबम सडक, Kathmandu-4, Kathmandu","27.72085952758789","85.33146667480469"
"HouseIndividual",,"4","For Rent - House","225000","7","2.5","2","2","Full furnished House for rent at Maharajgunj, KTM","Maharajgunj Post Office, Kathmandu-3, Kathmandu","27.73417091369629","85.32952880859375"
"LandIndividual",,,"For Sale - Land","7000000",,,,,"land on sale at budhanilkantha","Budhanilkantha Narayan Temple, Kathmandu-16, Kathmandu","27.736900329589844","85.30819702148438"
"House - Individual",,"3","For Sale - House","35000000","9","3","2","2","House For Sale at Hattigauda, Budhanilkantha","Location","27.717199325561523","85.3239974975586"
"Bunglow",,"3","For Sale - House","34500000","6","3","2","2","Bunglow House On Sale at Hattigauda,Budhanilkantha","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Sale - House","115000000","5","3","1","3","House For Sale at Baluwatar, Kathmandu","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Sale - House","32500000","7","3","3","3","New House For Sale at Samakhusi, Near Chowk","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"4","For Sale - House","28000000","6","3","2","2","House For Sale at Tokha, Near Malpot","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"7","For Rent - House","300000","0","5","3","0","house to rant bhatbhatine naxsal","Location","27.71951675415039","85.33009338378906"
"House - Individual",,"1","For Rent - Flat & Apartment","21000","2","0",,"1","2bhk flat on rent","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"5","For Sale - House","35000000","8","3","2","3","House For Sale at Samakhusi, Near Chowk","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"4","For Rent - House","130000","4","3","1","1","Furnished house for rent @ Baluwakhani, sukedhara","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Sale - House","23000000","4","2","2","2","House For Sale at Gongabu, Near Chowk","Location","27.717199325561523","85.3239974975586"
"LandIndividual",,,"For Sale - Land","7000000",,,,,"Land On Sale At Basundhara ","National Cardiac Centre, Kathmandu-3, Kathmandu","27.740280151367188","85.3318862915039"
"House - Individual",,"7","For Rent - House","350000","8","3","1","2","House for rent @ Chundevi, Baluwatar","Location","27.717199325561523","85.3239974975586"
"Bunglow",,"4","For Sale - House","27500000","7","4","2","2","Brand New Bunglow House On Sale at Tokha,Baniyatar","Location","27.717199325561523","85.3239974975586"
"Hostel",,,"Business & Shop For Sale","1399000",,,,,"GIRLS HOSTEL FOR GHATTEKULO KATHAMANDU","Ghattekulo, Kathmandu Metropolitan City, Kathmandu","27.69870376586914","85.32974243164062"
"House - Individual",,"4","For Rent - House","100000","5","3","1","1","House for rent @ Bhangal","Location","27.717199325561523","85.3239974975586"
"Others",,"2","For Sale - House","6500000","2","2","1","4","ललितपुर ग्वार्को चोक बाट 7   किलोमीटर इमाडोल साना","Godamchaur, Godawari, Lalitpur","27.63165855407715","85.35933685302734"
"Bunglow",,"3","For Sale - House","35500000","6","3","2","2","Brand New Semi Bunglow House On Sale at Gothatar","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Rent - House","105000","4","2","1","1","House for rent @ Dillibazar, Kalikasthan","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"4","For Sale - House","33000000","8","4","3","3","Land With House For Sale at Tokha, Near Grande","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Sale - House","19500000","6","3","2","2","House For Sale at Budhanilkantha, Karuna H","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - Flat & Apartment","6500","1","2",,"0","Single Room","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"2","For Rent - Flat & Apartment","55555","2","1",,"1","flat to rant kamalpokhari","Location","27.710739135742188","85.32466888427734"
"House - Individual",,"2","For Sale - House","29900000","6","3","2","2","Brand New House For Sale at Mandikatar, Near Hams","Location","27.717199325561523","85.3239974975586"
"LandIndividual",,,"For Sale - Land","5500000",,,,,"Land for Sale in Tallo Bhangal Budhanilkantha","Dhobidhunga Tallo Vhangal Khane Pani Karyalaya, Budhanilakantha-8, Kathmandu","27.76630973815918","85.36004638671875"
"Bunglow",,"3","For Sale - House","39900000","5","3","1","2","Brand New Bunglow House On Sale at Pasikot","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - Flat & Apartment","8000","1","1",,"0","Single Room","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - Flat & Apartment","7000","1","0",,"0","Single Room","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,,"For Rent - Office Space","30000",,"7",,,"2 Rooms for Rent-Jhochhen,Basantapur|PrimeStreet|","Freakstreet, Paknajol, Kathmandu-17, Kathmandu","27.71327018737793","85.30866241455078"
"Bunglow",,"3","For Sale - House","33500000","7","4","3","2","Brand New House For Sale at Tokha, Dhaneshwor","Location","27.717199325561523","85.3239974975586"
"House - Semi Commercial",,"5","For Sale - House","110000000","5","2","1","2","for sale house sanepa","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"2","For Rent - Flat & Apartment","70000","3","Ground floor",,"1","3BHK Flat for rent at Baluwatar, Kathmandu","Baluwatar Cricket Club, Kathmandu-2, Kathmandu","27.721439361572266","85.32778930664062"
"House - Individual",,"3","For Sale - House","30000000","7","3","2","2","House For Sale at Tokha, Panchetar","Location","27.717199325561523","85.3239974975586"
"ApartmentBuilding",,"2","For Rent - Flat & Apartment","5800","3","2",,"1","Furnished 3-Bedroom Apartments for Rent–Koteshwar","Koteshwar Chok, इश गल्ली, Kathmandu-32, Kathmandu,  Bagmati Pradesh","27.678667068481445","85.34765625"
"Bunglow",,"3","For Sale - House","27000000","6","3","2","2","Brand New Semi Bunglow House On Sale at Budhanilka","Location","-2.5444437748716082e-14","2.842170943040401e-14"
"House - Individual",,"1","For Rent - Flat & Apartment","7000","1","0",,"0","1 Room 1 Kitchen","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Sale - House","43500000","4","1","1","1","House For Sale At Tahachal","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"4","For Rent - House","70000","7","3","2","2","House for rent @
Baluwakhani, ktm","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Rent - House","60000","4","3","2","2","House for rent @ Imadol, Tempupark","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Sale - House","2600000","6","3","2","2","Brand New House On Sale at Bhangal, Budhanilkantha","Location","27.717199325561523","85.3239974975586"
"Land - Individual",,,"For Sale - Land","52500000",,,,,"LAND WITH OLD HOUSE (पुरानो घर सहित को जग्गा )","Location","27.734365463256836","85.3437271118164"
"HouseIndividual",,"5","For Rent - House","150000","5","2.5","1","1","House for rent at Bansbai, Kathmandu","Bansbari Kathamandu, Kathmandu-3, Kathmandu","27.744150161743164","85.3392333984375"
"HouseIndividual",,"1","For Rent - Flat & Apartment","12999","1","3.5",,"0","  Single room attached bathroom commode koteshwor ","Koteshwor, Kathmandu-32, Kathmandu","27.679859161376953","85.33708953857422"
"House - Individual",,"4","For Rent - House","100000","5","3","1","1","House for rent @ Pasikot, Budhanilkantha","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"2","For Sale - House","35000000","6","3","2","2","New House For Sale at Sukedhara, Kathmandu","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"2","For Sale - House","35000000","6","3","2","2","House For Sale at Sukedhara, Ekatabasti","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Rent - House","70000","3","4","1","1","House for rent @ Sitapaila, ktm","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"5","For Rent - House","85000","4","3","2","2","Fully furnished house for rent @ Khumaltar. Lalitp","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"5","For Sale - House","29000000","6","3","3","2","Tikathali 3.5anna 11 room ghar 20 fit bato bikrima","Tikathali, Mahalaxmi-5, Lalitpur","27.66320037841797","85.36112976074219"
"House - Individual",,"3","For Sale - House","32500000","6","3","2","2","Brand New House For Sale at Budhanilkantha, Karuna","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"5","For Rent - House","150000","6","3","1","2","House for rent @ Hattigauda, ktm","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"4","For Rent - House","60000","4","3","2","2","House for rent @ Baudha, ktm","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"5","For Rent - House","250000","6","3","1","1","House for rent @ Kalopul, ktm","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"5","For Rent - House","250000","5","3","1","3","for rent house sanepa ( office )","Location","27.717199325561523","85.3239974975586"
"Bunglow",,"4","For Sale - House","35000000","6","3","2","2","Brand New Semi Bunglow House On Sale at Samakhusi","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"4","For Rent - House","130000","6","3","1","1","House for rent @ Sanepa, Lalitpur","Location","27.717199325561523","85.3239974975586"
"Apartment Building",,"2","For Rent - Flat & Apartment","80000","3","1",,"1","Apartment For Rent At Sunrise Tower Dhobighat","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"4","For Rent - House","115000","6","3","3","2","House for rent @ Maharajgunj, ktm","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"3","For Rent - House","300000","4","2.5","1","1","BANSBARI – 4BHK BUNGALOW FOR RENT ","Bansbari Sadak","27.742446899414062","85.3393783569336"
"House - Individual",,"4","For Rent - House","120000","6","3","1","1","House for rent @ Baluwatar Lazimpat","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"4","For Sale - House","57500000","6","3","2","2","Beautiful House For Sale at Bansbari, Maharajgunj","Location","27.717199325561523","85.3239974975586"
"Apartment Building",,"2","For Sale - Apartment","26500000","3","1","1","1","Apartment For Sale At Sunrise Tower Dhobighat","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"3","For Sale - House","26500000","5","2.5","1","1","KANTIPUR COLONLY MODERN EAST-FACING HOUSE FOR SALE","Kantipur Colony Road, Swastik Marg, Kathmandu-14, Kathmandu","27.689149856567383","85.2928237915039"
"House - Individual",,"4","For Sale - House","25000000","6","3","3","2","New House For Sale at Hattiban, LA School,Lalitpur","Location","27.717199325561523","85.3239974975586"
"House - Individual",,,"For Rent - Office Space","200000",,"2",,,"Office space for rent @ Baneshwor, ktm","Location","27.717199325561523","85.3239974975586"
"LandPlotted",,,"For Sale - Land","3000000",,,,,"Sunakoti heigh ma 3.5 aana land on sell ","Satitar, Chautara Galli Purba, Lalitpur-27, Lalitpur,  Bagmati Pradesh","27.628929138183594","85.31900024414062"
"CommercialBuilding",,,"For Rent - Office Space","1190250",,"1st to 5th",,,"RAVI BHAWAN – COMMERCIAL SPACE FOR RENT ","Ravi Bhawan Galli","27.695371627807617","85.2955322265625"
"House - Individual",,"3","For Sale - House","20000000","5","3","2","2","New House For Sale at Budhanilkantha, Karuna H","Location","27.717199325561523","85.3239974975586"
"LandPlotted",,,"For Sale - Land","4000000",,,,,"Dhapakhel 20 fit pitch bato ma 5 aana ","Civil Homes III,  Godawari-12, Lalitpur,  Bagmati Pradesh","27.623056411743164","85.322021484375"
"House - Individual",,"6","For Rent - House","6300000","5","1","1","1","House For Rent At ManBhawan","Location","27.717199325561523","85.3239974975586"
"ApartmentBuilding",,"2","For Rent - Flat & Apartment","250000","2","1",,"1","SANEPA – LUXURIOUS 2BHK FURNISHED APARTMENT RENT ","Sanepa Height, Ring Road, Lalitpur-3, Lalitpur","27.674470901489258","85.30223083496094"
"House - Individual",,"2","For Sale - House","47000000","5","3","1","3","Colony Hosue For Sale at Budhanilkantha, Sherpa C","Location","27.717199325561523","85.3239974975586"
"LandPlotted",,,"For Sale - Land","3600000",,,,,"Thecho height ma 3 aana land on sell","Godawari-12, Lalitpur,  Bagmati Pradesh","27.621313095092773","85.318603515625"
"HouseIndividual",,"3","For Rent - House","130000","4","1","1","1"," SANEPA – 4BHK HOUSE FOR RENT ","Sanepa Khaja Ghar, Lalitpur-2, Lalitpur","27.686750411987305","85.30209350585938"
"HouseSemiCommercial",,"4","For Sale - House","60000000","5","2","1","1","6 Aana Land with House For Sale at BishalNagar","Bishalnagar, Tamakoshi marga, Bishalnagar, Kathmandu-4, Kathmandu","27.72298240661621","85.33368682861328"
